Index,Dish_Name,Restaurant_Name,Similar_Dishes,Similar_Indexes,Similar_Scores
4068,sauteed short rib,['Dining Room Management Group'],"['poulet roti', 'beef tenderloin steak', 'pappardelle bolognese', 'noodle with black mushroom', 'rack of lamb']","['/ny/new-york/361030-le-baratin/menu/', '/ny/new-york/342726-sakamai/menu/', '/ny/new-york/318419-la-bella-vita/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/']","[9, 7, 7, 6, 5]"
4069,sauteed snow peas leaf,['Dining Room Management Group'],"['pan seared scallop', 'scallops', 'ground dill', 'broccoli and cheese omelet', 'large create your own salad']","['/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/4745-arome-cafe/menu/']","[8, 8, 7, 6, 6]"
4070,sauteed spinach,"['Benvenuto Tribeca', 'Prime Butcher Baker']","['garlic chips', 'vegetable omelet', 'sauteed chicken', 'fall spinach salad', 'fresh turkey']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[10, 9, 9, 7, 7]"
4071,sauteed string bean with fresh garlic,['Hop Lee Restaurant'],"['string beans with garlic sauce', 'west lake beef soup', 'young chow fried rice', 'young chow fried rice', 'general tsos shrimp', 'general tsos shrimp', 'sizzling beef']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/']","[10, 9, 8, 8, 8, 8, 7]"
4072,scallion cream cheese,"[""Andy's Deli"", 'Bagel Boss']","['roasted potato salad', 'chicken cordon bleu bites', 'celery', 'caprese sandwich', 'bushs baked beans']","['/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/360480-goloka-5th-st/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[7, 5, 3, 3, 2]"
4073,scallion sauce,['Dining Room Management Group'],"['veal spiedini', 'sicilian pie', 'sicilian wrap', 'spaghetti cacio e pepe', 'miso eggplant']","['/ny/new-york/318419-la-bella-vita/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/364180-felice/menu/', '/ny/new-york/335043-ageha-sushi/menu/']","[7, 5, 5, 5, 5]"
4074,scallop,['Ajisai Japanese Restaurant\n Ajisai Japanese Restaurant'],"['dry scallops', 'hot hands hand warmers', 'pan seared scallop', 'haagen dazs pints', 'red clam sauce']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[5, 4, 4, 4, 3]"
4075,scallop  conch,['Hop Lee Restaurant'],"['plain steamed scramble egg', 'dry topping', 'cocktail de camarones', 'simply grilled chicken', 'cajun chicken quesadilla']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[5, 4, 4, 4, 3]"
4076,scallop a la carte,['Ageha Sushi'],"['teddy grahams', 'gus soda', 'black and white cookie', 'black and white cookie', 'black  white cookie', 'black  white cookie', 'plain waffle']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/228156-emack-bolio-s/menu/']","[10, 10, 10, 10, 10, 10, 9]"
4077,scallops,['Mexican Festival Restaurant'],"['pan seared scallop', 'pascal', 'sauteed snow peas leaf', 'dry scallops', 'bacon wrapped scallops']","['/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/356373-124-old-rabbit-club/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/']","[10, 10, 8, 7, 6]"
4078,scallops with black bean  peppers,['Hop Lee Restaurant'],"['deep fried fresh oyster', 'lychee chicken', 'bell peppers', 'black pepper steak', 'vegetable chow mein']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/']","[6, 4, 4, 3, 3]"
4079,scallops with garlic sauce,['Hop Lee Restaurant'],"['beef or chicken with garlic sauce', 'vegetable stir fry', 'veggie omelette', 'scallops', 'burger small']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[6, 5, 4, 3, 3]"
4080,schar  gluten free bread,['Yours Wholesome Foods Deli & Grocery'],"['schar gluten free bread', 'cream cheese', 'cream cheese', 'cream cheese', 'cream cheese', 'amazing roll', 'amazing roll', 'junior club', 'raspberry linzer tart']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/368500-bagel-boss/menu/']","[10, 8, 8, 8, 8, 8, 8, 7, 6]"
4081,schar gluten free bread,['Yours Wholesome Foods Deli & Grocery'],"['schar gluten free bread', 'cream cheese', 'cream cheese', 'cream cheese', 'cream cheese', 'amazing roll', 'amazing roll', 'junior club', 'raspberry linzer tart']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/368500-bagel-boss/menu/']","[10, 8, 8, 8, 8, 8, 8, 7, 6]"
4082,scone,"['Benvenuto Tribeca', ""Sasha's Coffee"", 'Blu Cafe']","['cheesecake slice', 'brownie', 'brownie', 'brownie', 'brownie', 'brownie', 'brownie', 'liniments', 'sausage and egg sandwich', 'sausage egg and cheese sandwich']","['/ny/new-york/354410-villabate/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[3, 3, 3, 3, 3, 3, 3, 2, 2, 2]"
4083,scones  sticks,"[""Andy's Deli""]","['cheddar cheese', 'cheddar cheese', 'cookies  cheezit', 'roast beef  melted cheddar', 'cheese lover omelet', 'meat lover omelet']","['/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/4745-arome-cafe/menu/']","[10, 10, 10, 9, 8, 8]"
4084,scones and cinnamon rolls,['Delimarie'],"['danish pastry', 'tater totes', 'flour', 'flour', 'baba au rhum', 'vegetable of  day']","['/ny/new-york/355931-delimarie/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/334552-ippin/menu/']","[9, 8, 8, 8, 8, 8]"
4085,scoops,"[""Emack & Bolio's""]","['ice cream', 'ice cream', 'ice cream', 'ice', 'iced flavor coffee', 'hot house blend coffee', 'house coffee']","['/ny/new-york/334552-ippin/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/358862-andy-s-deli/menu/']","[8, 8, 8, 8, 7, 7, 7]"
4086,scrambled egg plate,['Wayside'],"['water chestnuts', 'two eggs any style', 'eggs any style', 'eggs any style', 'eggs any style', 'custom stir fry', 'simply grilled chicken']","['/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/477580-upland/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/']","[8, 8, 8, 8, 8, 8, 6]"
4087,scrumptious croissants,"[""Fluffy's Café & Pizzeria.""]","['cafe au lait', 'cafe au lait', 'cafe au lait', 'cafe au lait', 'cafe au lait', 'caf au lait', 'caf au lait', 'scrumptious croissants', 'mocha latte', 'cold brewed coffee']","['/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/361030-le-baratin/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/357297-estela/menu/']","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
4088,scrumptious pastries,"[""Fluffy's Café & Pizzeria.""]","['delightful panini', 'delightful panini', 'plastic plates', 'roll combo c', 'roll with peanut butter and jelly', 'peanut butter  jelly sandwich']","['/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/']","[2, 2, 1, 1, 1, 1]"
4089,sea bass,['Ippin'],"['salmon avocado roll', 'salmon avocado roll', 'tabbouleh sandwich', 'broccoli omelette', 'herb', 'scallops with garlic sauce']","['/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/']","[8, 8, 5, 4, 2, 2]"
4090,sea salt caramel ea,['Chopt Creative Salad Co.'],"['sea salt caramel ea', 'ground oregano', 'small greek salad', 'sauteed onions', 'cauliflower salad']","['/ny/new-york/333734-chopt-creative-salad-co/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/352334-rumours/menu/', '/ny/new-york/308682-falafel-on-broadway/menu/']","[10, 5, 5, 5, 4]"
4091,sea salt caramels ea,['Chopt Creative Salad Co.'],"['sea salt caramel ea', 'ground oregano', 'small greek salad', 'sauteed onions', 'cauliflower salad']","['/ny/new-york/333734-chopt-creative-salad-co/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/352334-rumours/menu/', '/ny/new-york/308682-falafel-on-broadway/menu/']","[10, 5, 5, 5, 4]"
4092,sea urchin,['Ippin'],"['ricotta and fresh pea crostini', 'shrimp taco', 'pizza cheesesteak', 'scallop', 'black linguine']","['/ny/new-york/361897-nourish-kitchen-and-table/menu/', '/ny/new-york/358105-no-fun-featuring-dorante-s-cocina/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/378990-1200-miles/menu/']","[2, 1, 1, 1, 1]"
4093,seafood,['Hop Lee Restaurant'],"['sauces', 'crispy breaded chicken cutlet sandwich', 'chicken cutlet sandwich large', 'crispy chicken sandwich', 'ground dill']","['/ny/new-york/355571-morris-grilled-cheese/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[7, 4, 4, 4, 3]"
4094,seafood  meat,['Dining Room Management Group'],"['black cod miso', 'black cod miso', 'saikyo miso salmon', 'beef with curry sauce', 'miso glaze salmon oz', 'ichiban']","['/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/334552-ippin/menu/']","[10, 10, 8, 6, 6, 4]"
4095,seafood  shark fish soup,['Hop Lee Restaurant'],"['lives cat food', 'manhattan clam chowder', 'manhattan clam chowder', 'red pepper', 'simply grilled chicken', 'fish fillet']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/']","[7, 6, 6, 6, 5, 5]"
4096,seafood bisque soup,['Benvenuto Tribeca'],"['lobster tails', 'soup and sandwich', 'lives cat food', 'tomato soup', 'tomato soup', 'tomato soup', 'lobster volauvent']","['/ny/new-york/354410-villabate/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/478425-monte-carlo/menu/']","[4, 2, 1, 1, 1, 1, 1]"
4097,seafood ceviche,['Ageha Sushi'],"['mango strawberry smoothie', 'pork shops', 'organic eggs', 'organic eggs', 'veggie quesadilla', 'go veggie sliced cheese']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/386430-tio-luca-cocina-vino-bar/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/378993-cafe-standard/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[4, 4, 4, 4, 3, 3]"
4098,seafood chow mein,['Dining Room Management Group'],"['white meat chicken chow mein', 'chicken chop suey', 'shredded pork chow mein', 'chicken fried rice', 'chicken fried rice', 'chicken fried rice', 'chicken fried rice', 'fresh squid chow mein']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/']","[7, 7, 7, 6, 6, 6, 6, 4]"
4099,seafood combination,['Hop Lee Restaurant'],"['mixed seafood salad', 'marinated squid country style', 'kuku sabzi', 'mini chicken empanada', 'sashimi appetizer']","['/ny/new-york/318419-la-bella-vita/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/334552-ippin/menu/']","[2, 2, 2, 1, 1]"
4100,seafood combination soup,['Hop Lee Restaurant'],"['broccoli rabe', 'heart attack', 'sauteed broccoli', 'sauteed broccoli', 'sauteed broccoli rabe', 'seafood on rice']","['/ny/new-york/356687-ciccio/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[4, 4, 4, 4, 4, 4]"
4101,seafood gumbo,"[""Andy's Deli""]","['chicken sausage brunch', 'chef potato', 'carolina rice', 'celery specialty drink', 'chicken gumbo']","['/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/']","[5, 4, 3, 2, 2]"
4102,seafood noodle in soup,['Dining Room Management Group'],"['seafood noodle in soup', 'squid with chili  spicy salt', 'thai kitchen rice noodle soup', 'beef with vermicelli noodles', 'vegetable chow mein']","['/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/']","[10, 1, 1, 1, 1]"
4103,seafood on rice,['Dining Room Management Group'],"['linguini frutti di mare', 'paprika', 'seafood combination soup', 'red clam', 'red clam sauce']","['/ny/new-york/318419-la-bella-vita/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[7, 5, 4, 1, 1]"
4104,seafood salad,"[""Manny's Gourmet"", 'Nordic Delicacies Inc', ""Andy's Deli""]","['zucchini herb fritters', 'extras', 'chicken shish kebab', 'cold cucumber', 'gyro salad']","['/ny/new-york/361897-nourish-kitchen-and-table/menu/', '/ny/new-york/359514-nolita-mart-espresso-bar/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/361539-xpl-halal-food-truck/menu/']","[9, 6, 6, 5, 4]"
4105,seafood salad  mesclun salad,"[""Andy's Deli""]","['live scallop', 'spicy mint', 'yum talay salad', 'stir fried shrimp', 'citrus cooler']","['/ny/new-york/477580-upland/menu/', '/ny/new-york/359671-comme-ci-comme-ca/menu/', '/ny/new-york/373668-at-nine/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/228156-emack-bolio-s/menu/']","[5, 4, 3, 3, 2]"
4106,seafood salad sandwich,"[""Manny's Gourmet"", 'United We Stand Deli', 'Arome Cafe']","['turkey cheese steak sandwich', 'romaine lettuce', 'romaine lettuce', 'age dashi tofu', 'chicken sandwich', 'bbq chicken sandwich']","['/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/334552-ippin/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/']","[2, 2, 2, 1, 1, 1]"
4107,seafood skewer,['Ageha Sushi'],"['grilled shrimp wrap', 'live scallop', 'pan seared scallop', 'salted peppered spicy shrimp', 'scallops']","['/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/477580-upland/menu/', '/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/']","[7, 6, 6, 5, 3]"
4108,seafood soup,['Ageha Sushi'],"['fresh fruit salad bowl', 'tortilla soup', 'tortilla soup', 'mango salad', 'tilapia over basmati rice', 'maduros  tostones']","['/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/337547-pinche-taqueria/menu/', '/ny/new-york/358105-no-fun-featuring-dorante-s-cocina/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/359671-comme-ci-comme-ca/menu/', '/ny/new-york/386418-confessional/menu/']","[8, 6, 6, 4, 3, 3]"
4109,seafood teriyaki,['Ageha Sushi'],"['sushi regular', 'beef with broccoli', 'salmon avocado roll', 'salmon avocado roll', 'tonkatsu ramen', 'salmon lover', 'salmon lover']","['/ny/new-york/334552-ippin/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/335043-ageha-sushi/menu/']","[4, 4, 3, 3, 3, 2, 2]"
4110,seafood with noodle,['Ageha Sushi'],"['seafood noodle in soup', 'squid with chili  spicy salt', 'thai kitchen rice noodle soup', 'beef with vermicelli noodles', 'vegetable chow mein']","['/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/']","[10, 1, 1, 1, 1]"
4111,seared brussels sprouts,['Upland'],"['crispy brussels sprouts', 'brussels sprouts', 'sauteed brussel sprouts', 'brussel sprouts', 'banana peanut butter and salted caramel smoothie']","['/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/378990-1200-miles/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/386418-confessional/menu/', '/ny/new-york/365758-blu-cafe/menu/']","[10, 9, 9, 8, 8]"
4112,seared hanger steak,['Le Baratin'],"['cole slaw', 'cole slaw', 'cole slaw', 'extra oil and vinegar dressing', 'lucky girl spice', 'hanger steak', 'hanger steak', 'hanger steak', 'chicken cheddar sandwich']","['/ny/new-york/358848-nordic-delicacies-inc/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/302273-imperial-pizzeria/menu/', '/ny/new-york/358572-provocateur/menu/', '/ny/new-york/342726-sakamai/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/478425-monte-carlo/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[9, 9, 9, 8, 8, 7, 7, 7, 6]"
4113,seared sea scallops,['1200 Miles'],"['pan seared scallop', 'lb egg salad', 'scallops', 'crostini', 'black hummus']","['/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/', '/ny/new-york/378990-1200-miles/menu/', '/ny/new-york/386430-tio-luca-cocina-vino-bar/menu/']","[7, 5, 5, 2, 2]"
4114,seasonal fruit,['The East Wing fka The Havana Room'],"['seasonal fruit', 'black and white cookie', 'black and white cookie', 'black  white cookie', 'black  white cookie', 'champagne fruit', 'ziploc bags']","['/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[10, 6, 6, 6, 6, 5, 5]"
4115,seasonal fruit crisp,['Nourish Kitchen and Table'],"['seasonal fruit crisp', 'radish', 'egg with corned beef sandwich', 'honey lime salmon tray', 'pan fried turnip cake']","['/ny/new-york/361897-nourish-kitchen-and-table/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[10, 1, 1, 1, 1]"
4116,seasonal fruit tart,['FP Patisserie'],"['seasonal fruit', 'black and white cookie', 'black and white cookie', 'black  white cookie', 'black  white cookie', 'champagne fruit', 'ziploc bags']","['/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[10, 6, 6, 6, 6, 5, 5]"
4117,seasonal fruit turnover,['Cafe Standard'],"['black  white cookie', 'black  white cookie', 'black and white cookie', 'black and white cookie', 'smart water  pack  oz', 'smart water pack   oz', 'chocolate croissant', 'chocolate croissant', 'chocolate croissant', 'chocolate croissant']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/362955-rex-coffee/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/368500-bagel-boss/menu/']","[9, 9, 9, 9, 8, 8, 7, 7, 7, 7]"
4118,seasonal scone,"['Pushcart Coffee', 'Cafe Standard']","['litter soda', 'cranberry muffin', 'plain pound cake', 'lemon cake', 'chocolate chunk muffin']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/358572-provocateur/menu/', '/ny/new-york/361048-wayside/menu/']","[9, 8, 8, 7, 7]"
